address,current_zone,current_potential_units,distance_to_station_ft,ballot_zone,ballot_potential_units,additional_units
3555 N CENTRAL PARK BLVD,C-MU-20,1276.0,1461.0531185311934,C-MU-20,1276,0.0
1840 N SHERMAN ST,C-MX-16,279.0,1025.3533250658559,C-MX-16,279,0.0
3563 WAZEE ST,I-MX-12,105.0,682.1360669671382,I-MX-12,105,0.0
1888 N SHERMAN ST,C-MX-16,167.0,924.6748396880394,C-MX-16,167,0.0
4180 WYNKOOP ST PRK,I-MX-8,218.0,1924.3592722600556,I-MX-8,218,0.0
1970 S COLORADO BLVD,C-MX-20,3018.0,249.42376550907161,C-MX-20,3018,0.0
4221 N BRIGHTON BLVD,I-MX-8,335.0,2137.4339674386065,I-MX-8,335,0.0
1701 W 40TH AVE,I-MX-8,147.0,1305.4885282293985,I-MX-8,147,0.0
1777 S HARRISON ST,S-MX-12,629.0,1978.0946321865304,S-MX-12,629,0.0
4050 N BRIGHTON BLVD,I-MX-8,387.0,1712.631126202921,I-MX-8,387,0.0
2121 S COLORADO BLVD,S-MX-5,143.0,1245.44909461207,S-MX-5,143,0.0
6305 E HAMPDEN AVE,S-MX-5A,397.0,1879.0149911523984,S-MX-5A,397,0.0
300 W BAYAUD AVE,I-MX-5,74.0,2119.211052664483,I-MX-5,74,0.0
4290 N BRIGHTON BLVD,I-MX-8,548.0,2298.7508121048386,I-MX-8,548,0.0
225 E 16TH AVE,C-MX-12,602.0,2066.6325051615854,C-MX-12,602,0.0
4070 N BRIGHTON BLVD,I-MX-8,387.0,1519.0306522514745,I-MX-8,387,0.0
4001 N JASON ST,I-MX-3,42.0,869.7495840507979,I-MX-3,42,0.0
6895 E HAMPDEN AVE,S-MX-3A,44.0,2583.961420707602,S-MX-3A,44,0.0
1600 N FEDERAL BLVD,C-MX-5,128.0,1776.1798501618446,C-MX-5,128,0.0
1100 W COLFAX AVE,C-MX-5,208.0,145.21176381689452,C-MX-8x,333,125.0
3900 E MEXICO AVE,S-MX-12,625.0,2006.0425934928624,S-MX-12,625,0.0
4255 N JASON ST,I-MX-3,25.0,931.6227799547879,I-MX-3,25,0.0
1735 N PENNSYLVANIA ST,C-MX-12,161.0,1959.3717562179481,C-MX-12,161,0.0
3635 S MONACO STREET PKWY,S-MX-5A,1001.0,725.5714306617429,S-MX-5A,1001,0.0
1600 WEWATTA ST,T-MU-30,566.0,656.5457764667158,T-MU-30,566,0.0
487 S BROADWAY,C-MX-16,1319.0,487.14321151773663,C-MX-16,1319,0.0
2775 W 13TH AVE APPRX,C-MX-8,328.0,685.9278511093686,C-MX-8,328,0.0
990 N KALAMATH ST,U-MX-3,38.0,1604.471005422025,U-MX-3,38,0.0
1175 N OSAGE ST STE 300,R-MU-20,175.0,720.146597793978,R-MU-20,175,0.0
1000 N OSAGE ST,C-MX-8,83.0,158.86699913657478,C-MX-8,83,0.0
1338 1ST ST,C-MX-5,448.0,825.8316491169446,C-MX-5,448,0.0
1097 N OSAGE ST,C-MX-12,136.0,26.131207931393277,C-MX-12,136,0.0
7915 E 40TH AVE,I-MX-5,108.0,1515.184627273007,I-MX-5,108,0.0
2915 WELTON ST VCNT,C-MX-5,42.0,730.6014195791414,C-MX-5,42,0.0
2540 19TH ST,C-MX-5,46.0,2459.4990775604874,C-MX-5,46,0.0
3000 LARIMER ST,I-MX-3,41.0,2165.3817829274735,I-MX-3,41,0.0
1935 N SHERMAN ST,C-MX-16,200.0,515.5829936716068,C-MX-16,200,0.0
2495 W 13TH AVE,I-MX-5,1244.0,985.6608461909806,I-MX-5,1244,0.0
1801 W 13TH AVE,I-MX-5,64.0,1496.3227111762242,I-MX-5,64,0.0
419 S BROADWAY,C-MX-16,668.0,594.6221543602977,C-MX-16,668,0.0
1955 N SHERMAN ST,C-MX-16,133.0,449.7810469723655,C-MX-16,133,0.0
3980 N CENTRAL PARK BLVD,M-IMX-8,7573.0,2034.6502220118327,M-IMX-8,7573,0.0
3800 N XANTHIA ST,C-MU-30,8712.0,1631.4189383070352,C-MU-30,8712,0.0
3700 N XANTHIA ST,C-MU-30,2801.0,1451.3277066243159,C-MU-30,2801,0.0
4800 N RACE ST,C-MX-8,613.0,1367.2597078748008,C-MX-8,613,0.0
4558 N NAVAJO ST,G-MU-3,223.0,2401.887178454463,G-MU-3,223,0.0
4373 N JASON ST,I-MX-3,31.0,1200.1405245408248,I-MX-3,31,0.0
4330 N KALAMATH ST,I-MX-3,38.0,1220.8505392535972,I-MX-3,38,0.0
4301 N JASON ST,I-MX-3,25.0,1050.2953707913607,I-MX-3,25,0.0
1001 W 42ND AVE,I-MX-3,49.0,795.9421280339582,I-MX-3,49,0.0
4105 N JASON ST,I-MX-3,25.0,744.7007829994077,I-MX-3,25,0.0
1409 W 38TH AVE,U-MX-3,94.0,2088.297511191992,U-MX-3,94,0.0
3850 N MARIPOSA ST,U-MX-3,25.0,1919.7142329275375,U-MX-3,25,0.0
1301 W 38TH AVE,U-MX-3,60.0,1906.2512834454026,U-MX-3,60,0.0
3819 N INCA ST,I-MX-3,38.0,1425.7782793067574,I-MX-3,38,0.0
4410 N WASHINGTON ST,I-MX-8,259.0,2378.1783121346666,I-MX-8,259,0.0
4607 N FOX WAY,C-MX-12,1296.0,2262.2954764360793,C-MX-12,1296,0.0
4159 N FOX ST,C-MS-8,124.0,402.5573657221191,C-MS-8,124,0.0
4300 N BRIGHTON BLVD,I-MX-8,941.0,2402.263713603848,I-MX-8,941,0.0
4510 WYNKOOP ST,I-MX-8,362.0,2121.9332833694752,I-MX-8,362,0.0
4502 WYNKOOP ST,I-MX-8,135.0,2255.6703725382126,I-MX-8,135,0.0
4400 WYNKOOP ST 4500,I-MX-8,734.0,2141.518849073398,I-MX-8,734,0.0
4375 N BRIGHTON BLVD,I-MX-8,280.0,2254.042914130791,I-MX-8,280,0.0
4303 N BRIGHTON BLVD,I-MX-8,1227.0,2372.442255002825,I-MX-8,1227,0.0
4305 N BRIGHTON BLVD,I-MX-8,263.0,2495.816948011482,I-MX-8,263,0.0
3950 WYNKOOP ST,I-MX-12,160.0,1110.0578655548652,I-MX-12,160,0.0
3814 WALNUT ST,C-MX-8,143.0,629.481648484336,C-MX-8,143,0.0
3926 BLAKE ST,I-MX-12,99.0,828.4631666476738,I-MX-12,99,0.0
3900 BLAKE ST,I-MX-12,103.0,724.7269209906638,I-MX-12,103,0.0
3963 WALNUT ST,I-MX-12,146.0,1030.5568836875614,I-MX-12,146,0.0
3911 WALNUT ST,I-MX-12,171.0,862.466127884141,I-MX-12,171,0.0
1806 E 40TH AVE,I-MX-5,47.0,2360.68289630779,I-MX-5,47,0.0
3954 N WILLIAMS ST,I-MX-5,36.0,2335.2612695287708,I-MX-5,36,0.0
3955 N HIGH ST,I-MX-5,72.0,2454.677754702429,I-MX-5,72,0.0
3115 E 40TH AVE,I-MX-3,64.0,2285.665227424521,I-MX-3,64,0.0
4041 N SAINT PAUL ST,I-MX-3,34.0,2451.0510030357314,I-MX-3,34,0.0
3031 E 40TH AVE,I-MX-3,30.0,2503.6264548504555,I-MX-3,30,0.0
3770 E 40TH AVE,I-MX-3,340.0,1180.6477296504863,I-MX-3,340,0.0
3839 N JACKSON ST,I-MX-3,137.0,2168.2480005634716,I-MX-3,137,0.0
3660 E 40TH AVE,I-MX-3,124.0,1237.7345073900597,I-MX-3,124,0.0
3600 E 40TH AVE,I-MX-3,124.0,1297.8035232862317,I-MX-3,124,0.0
3795 E 38TH AVE,I-MX-3,113.0,2317.3315465819587,I-MX-3,113,0.0
3899 N JACKSON ST,I-MX-3,393.0,1824.4127765920891,I-MX-3,393,0.0
3505 E 41ST AVE,I-MX-3,23.0,1110.4474500917895,I-MX-3,23,0.0
4190 N MADISON ST,I-MX-3,38.0,963.7105156769251,I-MX-3,38,0.0
3649 E 40TH AVE,C-MX-5,86.0,1015.5023800147253,C-MX-5,86,0.0
3930 N COOK ST,I-MX-3,106.0,1746.6651255398858,I-MX-3,106,0.0
3505 E 39TH AVE,I-MX-3,38.0,1845.710459097674,I-MX-3,38,0.0
3601 E 39TH AVE,I-MX-3,186.0,1230.8404198123287,I-MX-3,186,0.0
3874 N STEELE ST,I-MX-3,27.0,2616.34319977834,I-MX-3,27,0.0
3701 N COLORADO BLVD,U-MX-3,292.0,2524.421781432074,U-MX-3,292,0.0
3652 N MARION ST,U-MX-3,25.0,1016.9847939387121,U-MX-3,25,0.0
3550 N DOWNING ST,C-MS-5,127.0,1373.4364812206582,C-MS-5,127,0.0
3518 LARIMER ST,I-MX-3,25.0,1166.4773660455392,I-MX-3,25,0.0
3300 LARIMER ST,I-MX-3,38.0,1991.884944524871,I-MX-3,38,0.0
3100 N GILPIN ST,U-MX-3,24.0,2001.2177493363254,U-MX-3,24,0.0
2912 N MARION ST,U-MX-2X,15.0,448.2132275443163,C-MX-8x,59,44.0
3327 N BRIGHTON BLVD,C-MX-8,100.0,2078.7302474686917,C-MX-8,100,0.0
1630 35TH ST,I-MX-8,639.0,1183.4181746288034,I-MX-8,639,0.0
3739 N DOWNING ST,C-MX-8,98.0,577.4763003372145,C-MX-8,98,0.0
3707 WALNUT ST,C-MX-12,103.0,261.2701631750507,C-MX-12,103,0.0
3760 WYNKOOP ST,I-MX-12,450.0,449.0704795023333,I-MX-12,450,0.0
3600 WYNKOOP ST,I-MX-12,350.0,483.30395637565397,I-MX-12,350,0.0
3609 WAZEE ST,I-MX-12,720.0,308.09884507821715,I-MX-12,720,0.0
3675 WYNKOOP ST,I-MX-12,97.0,711.9055096667723,I-MX-12,97,0.0
3606 DELGANY ST,I-MX-8,100.0,1201.9228235968617,I-MX-8,100,0.0
3645 N BRIGHTON BLVD,I-MX-12,100.0,1015.7234393968562,I-MX-12,100,0.0
3636 CHESTNUT PL,I-MX-8,172.0,1504.3979752218643,I-MX-8,172,0.0
3750 CHESTNUT PL,I-MX-8,284.0,1347.717567824238,I-MX-8,284,0.0
3561 DELGANY ST,I-MX-8,67.0,1476.7912140202877,I-MX-8,67,0.0
3500 WYNKOOP ST,I-MX-12,400.0,756.3422496037808,I-MX-12,400,0.0
3525 WALNUT ST,C-MX-12,125.0,855.0758391224756,C-MX-12,125,0.0
3500 WALNUT ST,C-MX-12,372.0,810.5358274157917,C-MX-12,372,0.0
3535 LARIMER ST,C-MX-12,160.0,969.9834123077779,C-MX-12,160,0.0
3563 LARIMER ST,C-MX-12,160.0,856.7223035221564,C-MX-12,160,0.0
3443 BLAKE ST,C-MX-8,70.0,1134.2267354164223,C-MX-8,70,0.0
3401 BLAKE ST,C-MX-8,131.0,1369.4000638214122,C-MX-8,131,0.0
3435 WYNKOOP ST,I-MX-8,66.0,1356.6885594526789,I-MX-8,66,0.0
3400 N BRIGHTON BLVD,I-MX-8,455.0,1410.635962842969,I-MX-8,455,0.0
3495 WYNKOOP ST,I-MX-8,66.0,1270.043831824607,I-MX-8,66,0.0
1812 35TH ST,C-MX-8,507.0,1487.8686065216089,C-MX-8,507,0.0
3150 N BRIGHTON BLVD,I-MX-8,114.0,2626.8921528524615,I-MX-8,114,0.0
3310 N BRIGHTON BLVD,C-MX-12,326.0,1982.2968521679654,C-MX-12,326,0.0
3270 BLAKE ST,C-MX-5,125.0,2052.9723103703445,C-MX-5,125,0.0
3201 WALNUT ST,C-MX-5,185.0,2063.8966585674953,C-MX-5,185,0.0
3111 LARIMER ST,I-MX-3,50.0,2358.598332597853,I-MX-3,50,0.0
3150 WALNUT ST,R-MU-30,374.0,2508.7479678313857,R-MU-30,374,0.0
3060 WALNUT ST,I-MX-5,80.0,2498.276910693757,I-MX-5,80,0.0
2964 WALNUT ST,I-MX-5,52.0,2544.278070674282,I-MX-5,52,0.0
2900 WALNUT ST,I-MX-5,73.0,2596.2402590650668,I-MX-5,73,0.0
3034 LARIMER ST,I-MX-3,41.0,2153.5828870766886,I-MX-3,41,0.0
2728 LARIMER ST,I-MX-3,44.0,2279.60789450931,I-MX-3,44,0.0
2740 LARIMER ST,I-MX-3,38.0,2279.909482056571,I-MX-3,38,0.0
614 27TH ST,C-MX-8,98.0,299.23544957775755,C-MX-8,98,0.0
2640 CALIFORNIA ST,C-MX-3,96.0,355.5034080084059,C-MX-8x,257,161.0
601 W 29TH AVE,C-MX-12,125.0,2481.8167525460535,C-MX-12,125,0.0
1800 21ST ST,C-MX-12,243.0,1882.3171824863878,C-MX-12,243,0.0
2100 BLAKE ST,C-MX-8,84.0,2630.2568021748675,C-MX-8,84,0.0
2151 LARIMER ST,C-MX-8,67.0,2431.476448514579,C-MX-8,67,0.0
2114 MARKET ST,C-MX-8,150.0,2343.919929896906,C-MX-8,150,0.0
1101 W 36TH AVE,C-MX-5,73.0,2353.317908804157,C-MX-5,73,0.0
4747 W COLFAX AVE UNIT 1,U-MS-5,63.0,2303.0268302676413,U-MS-5,63,0.0
4939 W COLFAX AVE,U-MS-5,53.0,2036.483993554435,U-MS-5,53,0.0
1555 N STUART ST,C-MX-3,96.0,2621.7735204338305,C-MX-3,96,0.0
3801 W COLFAX AVE,U-MS-3,25.0,2116.918954866754,U-MS-3,25,0.0
2401 N ALCOTT ST,C-MX-5,823.0,2439.861513225819,C-MX-5,823,0.0
2030 N CLAY ST,C-MX-5,124.0,2489.359211249377,C-MX-5,124,0.0
1717 N FEDERAL BLVD,C-MX-5,54.0,2564.3717914021136,C-MX-5,54,0.0
3501 W COLFAX AVE,U-MS-5,57.0,1741.302058980715,U-MS-5,57,0.0
3411 W COLFAX AVE,C-MS-8,62.0,1752.7531136926011,C-MS-8,62,0.0
2701 W COLFAX AVE,C-MX-8,71.0,1345.9137066928192,C-MX-8,71,0.0
1900 19TH ST,C-MX-12,245.0,1082.1176088790362,C-MX-12,245,0.0
2305 TREMONT PL,G-MU-3,41.0,1034.8245614563184,G-MU-3,41,0.0
2015 GLENARM PL,C-MX-5,42.0,302.59040096400116,C-MX-8x,67,25.0
2501 WELTON ST,C-MX-8,159.0,51.422833446510424,C-MX-8,159,0.0
2599 CALIFORNIA ST,U-MX-2,17.0,446.8621552619257,C-MX-8x,67,50.0
2485 CURTIS ST,U-MX-3,39.0,1447.5384781400571,U-MX-3,39,0.0
2400 CALIFORNIA ST,G-MU-3,101.0,261.5210874140628,C-MX-8x,268,167.0
2323 CURTIS ST,C-MX-5,53.0,1660.8729033038817,C-MX-5,53,0.0
1680 N SHERMAN ST,C-MX-16,285.0,1874.8799469450291,C-MX-16,285,0.0
1555 N GRANT ST,C-MX-12,251.0,2472.090826143843,C-MX-12,251,0.0
2220 N DOWNING ST,U-MX-3,25.0,2169.9572805830358,U-MX-3,25,0.0
2101 N MARION ST,G-MU-3,37.0,2634.6302256037397,G-MU-3,37,0.0
1015 N SHERIDAN BLVD,C-MX-8,83.0,605.9046031377743,C-MX-8,83,0.0
1240 N SANTA FE DR,C-MS-8,102.0,1745.0402661358155,C-MS-8,102,0.0
1025 N GALAPAGO ST,C-MX-5,73.0,2447.811908267274,C-MX-5,73,0.0
1000 N INCA ST,C-MX-5,51.0,2306.3967998886988,C-MX-5,51,0.0
804 W 10TH AVE,C-MX-3,26.0,2136.8796858034216,C-MX-3,26,0.0
720 W 10TH AVE,C-MX-3,31.0,2307.6956999687095,C-MX-3,31,0.0
1425 W 13TH AVE,G-MX-3,34.0,1488.5741416926535,G-MX-3,34,0.0
1247 N SANTA FE DR,C-MS-8,175.0,1606.703430651517,C-MS-8,175,0.0
1175 N SANTA FE DR,C-MS-8,90.0,2022.2494873141452,C-MS-8,90,0.0
1167 N SANTA FE DR,C-MS-8,68.0,2002.3746478607145,C-MS-8,68,0.0
1107 N SANTA FE DR,C-MS-8,67.0,1943.3834656682466,C-MS-8,67,0.0
2000 W COLFAX AVE,C-MX-5,65.0,1607.2948709714046,C-MX-5,65,0.0
1957 W 14TH AVE,C-MX-5,64.0,1547.1601550247992,C-MX-5,64,0.0
1350 N RIO CT MASTR,I-MX-5,277.0,1325.0600642177794,I-MX-5,277,0.0
1395 N ZUNI ST,C-MX-5,146.0,1857.2341540856457,C-MX-5,146,0.0
1330 N ZUNI ST,I-MX-5,196.0,1868.6320009457331,I-MX-5,196,0.0
1881 W 13TH AVE,I-MX-5,177.0,1502.2477773750886,I-MX-5,177,0.0
1221 N PECOS ST,I-MX-5,50.0,1300.9583953356635,I-MX-5,50,0.0
1520 W 13TH AVE,I-MX-5,120.0,1424.7407703952854,I-MX-5,120,0.0
1600 W 13TH AVE,I-MX-5,41.0,1723.2706213189683,I-MX-5,41,0.0
1617 W 12TH AVE,I-MX-5,101.0,1418.3272908225738,I-MX-5,101,0.0
1201 N QUIVAS ST,I-MX-5,92.0,1341.168526710126,I-MX-5,92,0.0
1245 N QUIVAS ST,I-MX-5,96.0,1524.015038445703,I-MX-5,96,0.0
1740 W 13TH AVE,I-MX-5,714.0,1520.4210869295257,I-MX-5,714,0.0
1965 W 12TH PL,I-MX-5,53.0,2008.731451862355,I-MX-5,53,0.0
1919 W 12TH PL,I-MX-5,45.0,1943.8866134535117,I-MX-5,45,0.0
1950 W 13TH AVE,I-MX-5,78.0,1837.2964997561728,I-MX-5,78,0.0
3540 W COLFAX AVE,U-MS-5,52.0,1571.200325057442,U-MS-5,52,0.0
1395 N KING ST,G-MU-5,52.0,877.5354174616376,G-MU-5,52,0.0
1317 N FEDERAL BLVD,C-MX-5,63.0,392.832745842701,C-MX-8x,100,37.0
3101 W 14TH AVE,C-MX-5,58.0,775.2806742465391,C-MX-5,58,0.0
1450 N GROVE ST,C-MX-5,65.0,933.1101198066324,C-MX-5,65,0.0
1440 N GROVE ST,C-MX-5,128.0,609.6798843696893,C-MX-8x,205,77.0
1041 N FEDERAL BLVD,E-MX-3,28.0,1267.0128472999943,E-MX-3,28,0.0
823 N FEDERAL BLVD,E-MX-3,25.0,2553.813613173995,E-MX-3,25,0.0
2617 W HOLDEN PL,C-MX-8,133.0,1190.0367644514804,C-MX-8,133,0.0
2929 W 9TH AVE,I-MX-3,74.0,1934.8231865242042,I-MX-3,74,0.0
2827 W 9TH AVE,I-MX-3,28.0,2127.339730799469,I-MX-3,28,0.0
953 N DECATUR ST,I-MX-3,162.0,1914.2419474350033,I-MX-3,162,0.0
955 N DECATUR ST,I-MX-3,151.0,1760.3387272948116,I-MX-3,151,0.0
955 N DECATUR ST,I-MX-3,112.0,1742.5932187062847,I-MX-3,112,0.0
950 N FEDERAL BLVD,E-MX-3,39.0,1908.982585285455,E-MX-3,39,0.0
970 N FEDERAL BLVD,E-MX-3,45.0,1755.0639405168251,E-MX-3,45,0.0
888 N FEDERAL BLVD,E-MX-3,90.0,2265.8190849716357,E-MX-3,90,0.0
3940 W COLFAX AVE,U-MS-5,42.0,1876.7660845686626,U-MS-5,42,0.0
4444 W COLFAX AVE,U-MS-3,25.0,2292.959615716468,U-MS-3,25,0.0
4404 W COLFAX AVE,U-MS-3,25.0,2213.9126472050793,U-MS-3,25,0.0
4700 W COLFAX AVE,U-MS-5,42.0,2222.2064428338213,U-MS-5,42,0.0
4800 W COLFAX AVE,U-MS-5,62.0,1996.3771164706727,U-MS-5,62,0.0
4910 W COLFAX AVE,U-MS-5,83.0,1805.587637614119,U-MS-5,83,0.0
5180 W COLFAX AVE,C-MS-8,121.0,1506.2959435263717,C-MS-8,121,0.0
1215 W ALAMEDA AVE,E-MX-3A,25.0,2591.705846252601,E-MX-3A,25,0.0
141 S ELATI ST,I-MX-5,632.0,1626.2218624587806,I-MX-5,632,0.0
600 W BAYAUD AVE,I-MX-5,410.0,1719.2873173161213,I-MX-5,410,0.0
58 S GALAPAGO ST,I-MX-5,71.0,2510.4935779940715,I-MX-5,71,0.0
80 S GALAPAGO ST,I-MX-5,111.0,2330.0040664774806,I-MX-5,111,0.0
85 S FOX ST,I-MX-5,111.0,2426.863141764026,I-MX-5,111,0.0
44 S FOX ST,I-MX-5,199.0,2435.518615701176,I-MX-5,199,0.0
112 S ELATI ST,I-MX-5,42.0,2019.2565717455652,I-MX-5,42,0.0
140 S ELATI ST,I-MX-5,83.0,1819.347466865709,I-MX-5,83,0.0
495 W CEDAR AVE,I-MX-5,61.0,1619.4275005428754,I-MX-5,61,0.0
510 W BAYAUD AVE,I-MX-5,220.0,2024.7206976790924,I-MX-5,220,0.0
101 W ALAMEDA AVE,U-MS-3,33.0,1199.3598462102784,U-MS-3,33,0.0
295 S BROADWAY,U-MS-3,50.0,1688.353063465093,U-MS-3,50,0.0
194 W DAKOTA AVE,C-MX-16,442.0,247.68229855119952,C-MX-16,442,0.0
600 S SANTA FE DR,S-MX-12,363.0,1127.3450392288375,S-MX-12,363,0.0
480 S SANTA FE DR,S-MX-12,374.0,247.27155575953475,S-MX-12,374,0.0
490 S SANTA FE DR UNIT E,S-MX-12,103.0,170.5164068722052,S-MX-12,103,0.0
400 W CENTER AVE,S-MX-12,1065.0,850.2780427724582,S-MX-12,1065,0.0
600 S SANTA FE DR,S-MX-12,551.0,1184.23615701227,S-MX-12,551,0.0
350 S SANTA FE DR,S-MX-12,1414.0,479.63992310654953,S-MX-12,1414,0.0
450 S SANTA FE DR,S-MX-12,638.0,521.815696885429,S-MX-12,638,0.0
640 W TENNESSEE AVE,I-MX-5,234.0,1801.6562760840789,I-MX-5,234,0.0
723 S BROADWAY ST MISC,C-MX-8,75.0,700.6157645992247,C-MX-8,75,0.0
915 S LOGAN ST,U-MX-3,433.0,1580.2547171735637,U-MX-3,433,0.0
985 S LOGAN ST,U-MX-3,58.0,2016.1383790041307,U-MX-3,58,0.0
700 S BROADWAY,U-MS-3,34.0,955.3057229957603,U-MS-3,34,0.0
430 S NAVAJO ST,I-MX-3,184.0,2542.9648267930556,I-MX-3,184,0.0
1225 W VIRGINIA AVE,I-MX-3,162.0,2443.4076110457654,I-MX-3,162,0.0
1212 W CUSTER PL,I-MX-3,25.0,2563.4540163814136,I-MX-3,25,0.0
1205 W CENTER AVE,I-MX-3,38.0,2537.411070271169,I-MX-3,38,0.0
560 S LIPAN ST,I-MX-3,74.0,2374.901576191625,I-MX-3,74,0.0
610 S LIPAN ST,I-MX-3,33.0,2391.201779283096,I-MX-3,33,0.0
630 S LIPAN ST,I-MX-3,88.0,2403.6027049709132,I-MX-3,88,0.0
1204 W CENTER AVE,I-MX-3,31.0,2605.2592308013,I-MX-3,31,0.0
666 E BUCHTEL BLVD,U-MS-5,48.0,376.943916497016,C-MX-8x,76,28.0
1835 S BROADWAY,U-MS-5,56.0,2395.0754968989713,U-MS-5,56,0.0
1811 S BROADWAY,U-MS-5,52.0,2508.289948257681,U-MS-5,52,0.0
1824 S BROADWAY,U-MS-3,24.0,2570.7644087940134,U-MS-3,24,0.0
3996 E EVANS AVE,S-MX-5,174.0,1051.8194567580654,S-MX-5,174,0.0
2380 E BUCHTEL BLVD,G-MU-5,109.0,1938.7275902903398,G-MU-5,109,0.0
2001 S UNIVERSITY BLVD,C-MS-8,71.0,2286.1501730043415,C-MS-8,71,0.0
1990 S BROADWAY,U-MS-3,75.0,1828.395361035938,U-MS-3,75,0.0
2062 S BANNOCK ST,C-MX-5,73.0,937.650594290478,C-MX-5,73,0.0
2220 S DELAWARE ST,I-MX-3,44.0,429.76454106033526,C-MX-8x,117,73.0
2285 S BROADWAY,U-MS-3,31.0,1564.1727893258362,U-MS-3,31,0.0
2056 S HURON ST,U-MX-3,81.0,1107.4733142672744,U-MX-3,81,0.0
2190 S PLATTE RIVER DR,U-MX-3,41.0,1084.2387547936692,U-MX-3,41,0.0
2170 S PLATTE RIVER DR,U-MX-3,33.0,1066.0219745002832,U-MX-3,33,0.0
2140 S PLATTE RIVER DR,U-MX-3,25.0,1055.9792484098016,U-MX-3,25,0.0
2200 S FOX ST,E-MX-2X,19.0,531.6014131021152,C-MX-8x,76,57.0
2380 S DELAWARE ST,I-MX-3,25.0,1457.325421383833,I-MX-3,25,0.0
2390 S DELAWARE ST,I-MX-3,25.0,1556.4377639776505,I-MX-3,25,0.0
2318 S DELAWARE ST,I-MX-3,31.0,1160.8221968369019,I-MX-3,31,0.0
2301 S DELAWARE ST,I-MX-3,68.0,1045.4626886176768,I-MX-3,68,0.0
2385 S DELAWARE ST,I-MX-3,36.0,1525.402370857636,I-MX-3,36,0.0
2345 S DELAWARE ST,I-MX-3,40.0,1270.10536790077,I-MX-3,40,0.0
2375 S DELAWARE ST,I-MX-3,36.0,1404.890837580047,I-MX-3,36,0.0
469 W WESLEY AVE,I-MX-3,62.0,1272.2338328943306,I-MX-3,62,0.0
498 W ILIFF AVE,I-MX-3,43.0,1047.7756386472076,I-MX-3,43,0.0
2401 S DELAWARE ST,I-MX-3,98.0,1705.0311394071969,I-MX-3,98,0.0
500 W WESLEY AVE,I-MX-3,306.0,1706.0831584486075,I-MX-3,306,0.0
2420 S DELAWARE ST,I-MX-3,50.0,1814.5286017927533,I-MX-3,50,0.0
2484 S DELAWARE ST UNIT A,I-MX-3,25.0,2212.35683844999,I-MX-3,25,0.0
2536 S DELAWARE ST,I-MX-3,25.0,2557.579398657119,I-MX-3,25,0.0
2373 S BROADWAY,U-MX-3,31.0,1946.9641666948341,U-MX-3,31,0.0
2415 S BROADWAY,U-MX-3,38.0,2146.3819893154428,U-MX-3,38,0.0
2425 S BROADWAY,U-MX-3,38.0,2266.9922815245995,U-MX-3,38,0.0
2410 S BROADWAY,U-MX-3,25.0,2288.890531889022,U-MX-3,25,0.0
2444 S BROADWAY,U-MX-3,106.0,2421.578256350969,U-MX-3,106,0.0
1696 S COLORADO BLVD,S-MX-12,134.0,2328.4236030517095,S-MX-12,134,0.0
5050 E EVANS AVE,I-MX-3,567.0,2242.152394917744,I-MX-3,567,0.0
4990 E ASBURY AVE,I-MX-3,33.0,2442.599852506122,I-MX-3,33,0.0
4950 E ASBURY AVE,I-MX-3,215.0,2104.0061874514613,I-MX-3,215,0.0
4940 E ASBURY AVE,I-MX-3,36.0,2056.185496786221,I-MX-3,36,0.0
2030 S DAHLIA ST,I-MX-3,60.0,1740.1037584356643,I-MX-3,60,0.0
2000 S DAHLIA ST,I-MX-3,80.0,1742.8625617807547,I-MX-3,80,0.0
4985 E EVANS AVE,I-MX-3,28.0,2238.914506470974,I-MX-3,28,0.0
5005 E EVANS AVE,I-MX-3,369.0,2302.204523073672,I-MX-3,369,0.0
4800 E EVANS AVE,I-MX-3,29.0,1803.8987085654287,I-MX-3,29,0.0
4990 E EVANS AVE,I-MX-3,119.0,1831.4497684633557,I-MX-3,119,0.0
2001 S DAHLIA ST,I-MX-3,95.0,1575.0782559763766,I-MX-3,95,0.0
4473 E EVANS AVE,C-MX-20,1230.0,315.7777150404002,C-MX-20,1230,0.0
4101 E EVANS AVE,C-MX-20,1377.0,261.15262969271265,C-MX-20,1377,0.0
4300 E EVANS AVE,C-MX-5,45.0,479.4809419375224,C-MX-8x,72,27.0
4175 E ILIFF AVE,S-MX-3,77.0,1496.5707814338978,S-MX-3,77,0.0
4175 E WARREN AVE,C-MX-5,41.0,1003.4104429385831,C-MX-5,41,0.0
4055 E EVANS AVE,C-MX-20,191.0,635.2012491800493,C-MX-20,191,0.0
4845 E EVANS AVE,I-MX-3,53.0,1946.677336836681,I-MX-3,53,0.0
4801 E EVANS AVE,I-MX-3,23.0,1760.856329297152,I-MX-3,23,0.0
4825 E EVANS AVE,I-MX-3,22.0,1838.8022881242366,I-MX-3,22,0.0
4700 E EVANS AVE,S-MX-8A,347.0,1428.8859203603988,S-MX-8A,347,0.0
3495 S MONACO STREET PKWY,S-MX-5A,131.0,1985.717393962125,S-MX-5A,131,0.0
6777 E HAMPDEN AVE,S-MX-3A,42.0,2414.9246508241927,S-MX-3A,42,0.0
3405 WALNUT ST,I-MX-8,98.0,1369.6763616469057,I-MX-8,98,0.0
2518 S DELAWARE ST,I-MX-3,38.0,2408.1572166090837,I-MX-3,38,0.0
